text,score
"I'm going to go with both but I could be wrong.
People like you are the one's you allow 32 link-backs into Chavez's site and turning into a roving propaganda mobile that even Jimbo Whales was ashamed of.
Dude, look at the number of edits you have. You're a fucking capitol loser, there's nothing else to say.",0.9309740667870477
"I have not even logged into Wikipedia. why the you are mailing me and notifying this crap?
This is the limit, stop hounding me.",0.9262555846979484
"As I said, you're an asshole and that's all there is to it.",0.9241514582579167
Your Final Warning for Vandalism,0.9226808444633692
"Removal of warnings 

Do NOT remove warnings from your talk page!! Doing so is considered vandalism.  So stop.  You bitch.   

 User page 

Don't edit others' user pages please, or insert personal attacks, as you did here and here.  It's vandalism.  Leave messages on talk pages in the future.",0.9222680167664399
Could you move your  to Commons?,0.9207750062161874
"Please do not remove my input again... it violates WP:PRESERVE WP:VANDALISM and WP:NOTCENSORED also please stop being idiot Americans and offending the rest of the world with your backward, biased and distorted views which you try to force upon is like this articles title82.41.107.97",0.916498299172391
"Hi there. In case you aren't a robot, stop sending me shit messages and instead check my edits. I am the copyright owner. You must cease and decist from distributing my content.",0.9137610426636246
"(    )  -but what do I know, I keep getting messages saying im going to get banned all the damn time.",0.9136655451848502
"""
So the loser group of editors who elected you in the first place is going to recall you.  You make me laugh.  How about you voluntarily resign and let us re-elect you?  Oh, you're too much of a coward to do that?  You'd rather attack me instead?  Demand an apology?  You make me laugh.  I pity your moral reasoning.   Talk• Contributions """,0.9026952498615703
